tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1,"I am genuinely curious to understand the mindset of those who seek to condemn a woman for her choice of e-mail, while giving the obvious pass to a man who boasts about sexually-assaulting (or, if I am being more forthright with my thoughts, ""raping"") women?",1.0,0.0,0.0,0.0,0.0,0.0,False
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1,Racist people are not cool.,1.0,0.0,0.0,0.0,0.0,0.0,False
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1,I dislike when people put the toilet paper roll on so that it hangs under instead of over.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1,yes,1.0,0.0,0.0,0.0,0.0,1.0,False
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",1.0,0.0,0.0,0.0,0.0,1.0,False
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1,The Drew Barrymore show is one of the worst TV shows ever produced. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1,My birthday is today and I got my $600 stimulus check from the IRS.,1.0,0.0,0.0,0.0,0.0,0.0,False
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,Clinical trials to determine the efficacy and safety of a treatment are essential.,1.0,0.0,1.0,0.0,0.0,0.0,False
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1,"I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. ",0.0,1.0,0.0,0.0,0.0,0.0,False
also that jacket he wore yesterday i’m gonna rip my eyes out :/,1,That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.,1.0,0.0,0.0,0.0,0.0,0.0,False
"@kagune_kun despicable tweet, my liege",1,"I would likely say, “I disagree with that statement”, or “I don’t think almond milk is gross”. ",1.0,0.0,0.0,0.0,0.0,0.0,False
Lovely day to be stuck at the mall with a dead battery.,1,It's no fun to be stuck at the mall with a dead battery.,1.0,0.0,0.0,0.0,0.0,0.0,False
"So now that it's not getting banned, should I download TikTok?",1,Is it really worth it to have a tiktok account?,1.0,0.0,0.0,0.0,0.0,0.0,False
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",1,Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. ,0.0,1.0,1.0,0.0,0.0,0.0,False
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1,I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1.0,0.0,0.0,0.0,0.0,0.0,False
somebody tell these birds to be quiet because they not listening to me,1,I wish the birds outside would stop chirping.,1.0,0.0,0.0,0.0,0.0,0.0,False
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1,My friend just told me “Ur anger issues are my playground.” That was rude of him.,1.0,0.0,0.0,0.0,0.0,0.0,False
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias,0.0,1.0,0.0,0.0,0.0,0.0,False
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,1.0,0.0,0.0,0.0,0.0,1.0,False
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,1.0,0.0,0.0,0.0,0.0,1.0,False
not to alarm anyone but i just saw spider-man by uta,1,"ALERT, spider-man is on the uta campus.",1.0,0.0,0.0,0.0,0.0,0.0,False
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1,Tell them to leave the pitch.,1.0,0.0,0.0,0.0,0.0,0.0,False
Imagine not liking football 🤣,1,"I don't understand why people don't like football, it's a great game. ",1.0,0.0,0.0,0.0,0.0,0.0,False
@catboychika Aren't you happy I gave you less competition for ranking,1,Sorry for putting off the event for so long TT,1.0,0.0,0.0,0.0,0.0,0.0,False
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",1,Don’t tell your girl shes “kinda skinny”.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1,"Someone in the pub just described the England team as a ""bunch of Marxists"". What an idiot!",1.0,0.0,0.0,0.0,0.0,1.0,False
"Yay - snow day, I can work from home - oh wait....",1,"It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.",1.0,0.0,0.0,0.0,0.0,0.0,False
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1,My neighbors mowed the lawn and woke me up,1.0,0.0,0.0,0.0,0.0,0.0,False
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1,Sunderland twitter isn't a great place to be tonight. ,1.0,0.0,0.0,0.0,0.0,1.0,False
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1,People should care more about poverty and inequality than other less important matters.,1.0,0.0,0.0,0.0,0.0,0.0,False
Love it wen people try and stop my friends seeing me! Looooolll.,1,"Non sarcastically I would say ""I hate it when people try and get in between me and my friends"" ",1.0,0.0,0.0,0.0,0.0,0.0,False
2 x sand eating toddlers for sale. No previous owners. DM for details x,1,"I would love a break from my children who have been misbehaving, for example they keep eating sand.",1.0,0.0,0.0,0.0,0.0,0.0,False
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1,Day 14 in lockdown.,1.0,0.0,0.0,0.0,0.0,0.0,False
Anyone else hear some like thunder or something?,1,Anyone else hear that thunder?,0.0,1.0,0.0,0.0,0.0,1.0,False
why is the weather having a mid life crisis,1,“why is up with the weather at the moment” ,0.0,1.0,0.0,0.0,0.0,1.0,False
"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1,"Something along the lines of I was too sad, pathetic and immature in my teens to try to find romance with human people, so instead I invested a huge amount of emotional hope, energy and anguish into a fake computer simulation.",1.0,0.0,0.0,0.0,0.0,0.0,False
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1,"""This is not at all helpful information.""",0.0,1.0,0.0,0.0,0.0,0.0,False
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1,"I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. ",1.0,0.0,0.0,0.0,0.0,0.0,False
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",1,This isn't a fun night both my kiddos are sick. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",1,"This country is not a ""free"" country anymore.",1.0,0.0,0.0,0.0,0.0,1.0,False
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,"The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ",1.0,0.0,1.0,0.0,0.0,0.0,False
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,1,"I can't believe the same man ended up sitting next to me on the bus three times in a row. He stinks, so I'm unlucky.",1.0,0.0,0.0,0.0,0.0,0.0,False
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1,We should all be worried about Biden's tax plan,1.0,0.0,0.0,0.0,0.0,0.0,False
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1,I probably wouldn’t have said it ,1.0,0.0,0.0,0.0,0.0,0.0,False
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",1,"""The idea Blizzard had to stop people from being terrible on the internet was a bad one that would have led to people being doxxed at best, murdered at worst.""",1.0,0.0,1.0,0.0,0.0,0.0,False
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1,I am fuming that I have paid so much money to live in a house with a leak,0.0,1.0,0.0,0.0,0.0,0.0,False
Just disposed of a dead opossum. Good morning!,1,Disposing of a dead opossum was not a pleasant way to start my day.,0.0,1.0,0.0,0.0,0.0,0.0,False
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1,I am pleased with my team’s performance,1.0,0.0,0.0,0.0,0.0,0.0,False
i hope u sleep maybe forever maybe not  lol,1,i wish you wake up normally,1.0,0.0,0.0,0.0,0.0,0.0,False
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",1,In this tweet I would probably say. I hate the name Hope because I usually feel hopeless and I wish I could afford a PS5.,1.0,0.0,0.0,0.0,0.0,0.0,False
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,1,I wish I hadn't been woken up by a stranger talking loudly. ,1.0,0.0,0.0,0.0,0.0,0.0,False
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,1,I'm fed up of being mentally ill and would like to get better,1.0,0.0,0.0,0.0,0.0,0.0,False
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1,Many rappers seem to be homophobic.,1.0,0.0,0.0,0.0,0.0,1.0,False
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,1.0,0.0,0.0,0.0,0.0,0.0,False
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1,I am really hungover and spent too much money last night even though I have too much work to do,1.0,0.0,0.0,0.0,0.0,0.0,False
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,I do not like this man,1.0,0.0,1.0,0.0,0.0,0.0,False
@cassieecote413 you can copy mine,1,"I would say the same thing as I tweeted, but it would actually be relevant to the girl I am replying to.",1.0,0.0,0.0,0.0,0.0,0.0,False
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1,"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day...""",1.0,0.0,1.0,0.0,0.0,0.0,False
First day of school and spectrum internet has already shit itself. Amazing,1,I hate spectrum internet for already messing up so early on the first day of school. ,0.0,1.0,0.0,0.0,0.0,0.0,False
alllllll nighter. woohoo,1,All nighter. Not every exciting,1.0,0.0,0.0,0.0,0.0,0.0,False
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",1,"i asked my smart speaker to add small bananas to the shopping list, but she misheard me.",1.0,0.0,0.0,0.0,0.0,0.0,False
Every time I see an establishment with paper straws I turn a little bit Republican,1,I do not enjoy paper straws,1.0,0.0,0.0,0.0,0.0,0.0,False
Love that someone broke into my car this morning,1,"I could say ""I hate that someone broke into my car this morning.""",1.0,0.0,0.0,0.0,0.0,0.0,False
I hate you so much @Eagles,1,Being an Eagles fan is disappointing,1.0,0.0,0.0,0.0,1.0,0.0,False
So weird how Venmo hasn’t venmoed me yet really thought I was the one,1,there is no way I would win a contest that millions of people are entering ,1.0,0.0,0.0,0.0,0.0,0.0,False
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,1,I hate leaving the doctors office crying. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Joey the genius! I wish i was as brainy as him #towie,1,joey essex is not a genius and i am glad i am clever,1.0,0.0,1.0,0.0,0.0,0.0,False
imagine being able to sleep haha can’t relate,1,I can't sleep ,1.0,0.0,0.0,0.0,0.0,0.0,False
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1,9k is ridiculous for 1 hour of in person teaching a week.,1.0,0.0,0.0,0.0,0.0,0.0,False
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1,I hate waiting for buses that don't turn up,1.0,0.0,0.0,0.0,0.0,0.0,False
nothing quite says hello 2020 like hypothermia 🥳,1,I would prefer to welcome the new year without Hypothermia ,0.0,1.0,0.0,0.0,0.0,0.0,False
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1,"Rapists ruin their own lives, not the victims testifying. ",1.0,0.0,0.0,0.0,0.0,0.0,False
"our lord and savior, frank ocean, has saved us all once again.",1,Frank Ocean really did something with this new music. ,1.0,0.0,0.0,0.0,0.0,0.0,False
i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,I talk to more people than i do anything,1.0,0.0,0.0,0.0,0.0,0.0,False
Will pessi sign for man city,1,Is messi going to sign for man city?,1.0,0.0,0.0,0.0,0.0,0.0,False
Life is about eating chicken finger and getting drunk,1,Life is about happiness and friendship ,0.0,1.0,0.0,0.0,0.0,0.0,False
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,1,"Why would you say something like that? It almost sounds the same as if you said ""etc"" ",1.0,0.0,0.0,0.0,0.0,1.0,False
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1,Eating a bagel with cream cheese cheers me up because it tastes good,1.0,0.0,0.0,0.0,0.0,0.0,False
Death by Zara fitting room,1,"I would say ""The Zara dressing rooms are the worst because the lines are long"".",1.0,0.0,0.0,0.0,0.0,0.0,False
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1,The Yankees are a really bad team right now and it's amazing how fast they can fall.,1.0,0.0,0.0,0.0,0.0,0.0,False
can't wait to cop tickets to see the cracker quartet,1,I don't want to get tickets to see One Direction without Zayn.,1.0,0.0,0.0,0.0,0.0,0.0,False
"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1,"I could elaborate more on the strengths that make sense (creative, hardworking, etc) and to include those that are clearly false, I could make it a metaphor that would show the employer that I can think outside of the box. Of course, some of the original message could be left out for a more realistic approach.",1.0,0.0,0.0,0.0,0.0,0.0,False
Who's ready for monsoon storms allllll weekend?!?!,1,There are going to be monsoon storms all weekend. Is anyone ready for them?,0.0,1.0,0.0,0.0,0.0,1.0,False
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1,I could have said putting furniture together with your significant other is not easy ,1.0,0.0,0.0,0.0,0.0,0.0,False
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1,My days are spent doing nothing.,1.0,0.0,0.0,0.0,0.0,0.0,False
Well. That went well. #BelgianGP,1,No start to the race? This doesn't look good. ,0.0,1.0,1.0,0.0,0.0,0.0,False
love waking up in a panic 🥴🥴,1,I do not like waking up in a panic,0.0,1.0,0.0,0.0,0.0,0.0,False
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1,"""I can't stop listening to this new song from FOB""",1.0,0.0,0.0,0.0,0.0,0.0,False
don’t make me rewatch panic 🤨,1,“I’m going to rewatch panic on amazon”,1.0,0.0,0.0,0.0,0.0,0.0,False
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1,The ending to Pay It Forward made me extremely sad and I’m not happy about it. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"hello to all three of my followers, this is my big return to twitter",1,I'm posting on Twitter again.,1.0,0.0,0.0,0.0,1.0,0.0,False
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,1.0,0.0,0.0,0.0,0.0,0.0,False
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1,I need a valid excuse to call-out today. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",1,"This is simply an example of baseline biasing, i.e. if 90% of people are vaxxed and vaxxed make up 30% of hospitalizations, still implies extremely effective.",1.0,0.0,1.0,0.0,0.0,0.0,False
They should just put a wall around the pitch to stop the ball going out,1,The ball leaves the pitch a lot  ,1.0,0.0,0.0,0.0,0.0,0.0,False
@32watto Neighbours,1,I'd suggest a programme like entourage,1.0,0.0,0.0,0.0,0.0,0.0,False
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1,I have managed to transfer PT to my PS4,0.0,1.0,0.0,0.0,0.0,0.0,False
never drinking again,1,I had a bad experience drinking today ,1.0,0.0,0.0,0.0,0.0,0.0,False
I reckon I could have put that in the net Morelos sir,1,That goal should have been easy for Morelos!,1.0,0.0,0.0,0.0,0.0,0.0,False
Every time you complain about neopronouns or xenogenders we add five more,1,Stop complaining about peoples individual gender experiences,1.0,0.0,0.0,0.0,0.0,0.0,False
naming my son onickolas in honor of my love for @NICKIMINAJ,1,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,1.0,0.0,0.0,0.0,0.0,0.0,False
@jabadgo @Nibellion Don’t run it on a school-provided laptop,1,Are your computer's specs up to par for the game?,1.0,0.0,0.0,0.0,0.0,0.0,False
It was the jerseys,1,Theyre embarrassed of their uniforms so theyre playing badly ,1.0,0.0,0.0,0.0,0.0,0.0,False
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1,"""Adam Levine sure was checking out Shakira's ass last night""",1.0,0.0,0.0,0.0,0.0,1.0,False
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1,Only joking. Keep it real. HR professionals don’t have a life. ,1.0,0.0,0.0,0.0,0.0,0.0,False
if jesus was resurrected again i would vote for him,1,Our candidates for president are so bad.,1.0,0.0,0.0,0.0,0.0,0.0,False
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1,"New levels of desperation: my lack of sleep is not a joke, in fact it’s a downright annoyance ",1.0,0.0,0.0,0.0,0.0,0.0,False
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1,I have to take this exam even when the world is falling apart. ,1.0,0.0,0.0,0.0,0.0,1.0,False
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1,Getting a dog was the best thing I could’ve ever done. ,1.0,0.0,0.0,0.0,0.0,0.0,False
cant wait to dance with harry styles and the delta variant at their concert in november!!,1,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,1.0,0.0,0.0,0.0,0.0,0.0,False
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1,“I dislike sharing a coach with...”,1.0,0.0,0.0,0.0,0.0,0.0,False
It’s “let’s see how many crumbs I can find in scarf” szn.,1,"I hate carrying crumbs in my scarf all day, everyday.",1.0,0.0,0.0,0.0,0.0,0.0,False
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1,I would say Embiid wasn't good enough to win MVP,1.0,0.0,0.0,0.0,0.0,0.0,False
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1,My brother referred to Van Gogh as the Donny with one ear.,1.0,0.0,0.0,0.0,0.0,0.0,False
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1,Bez might be messy but he's a great chef,1.0,0.0,0.0,0.0,0.0,0.0,False
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1,Ed Sheeran should not be the opening act to the launch of the NFL season.,1.0,0.0,0.0,0.0,0.0,0.0,False
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1,"""I really will need an umbrella in Oregon.""",1.0,0.0,0.0,0.0,0.0,0.0,False
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1,I kind of dislike and like Cobra the movie the same amount!,0.0,1.0,0.0,0.0,1.0,0.0,False
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1,I feel like too many people say that they're allergic to pineapple when they really aren't.,1.0,0.0,0.0,0.0,0.0,0.0,False
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,I worked extremely hard tonight and am crouched down in the corner l. ,1.0,0.0,1.0,0.0,0.0,0.0,False
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.',1.0,0.0,0.0,0.0,0.0,0.0,False
"""Should I wear my lime green pants?"" dad its 4th of july...",1,Should I wear my red and blue pants ,1.0,0.0,0.0,0.0,0.0,1.0,False
How does one find motivation to do basically anything? Asking for a friend.,1,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages.""",1.0,0.0,0.0,0.0,0.0,0.0,False
James Harden is allowed to travel every time he drives apparently,1,The refs missed a few traveling calls on James Harden.,1.0,0.0,0.0,0.0,0.0,0.0,False
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,1,"South Park being taken off Hulu was a bad thing to happen in 2020, but not worse than my dad dying.",1.0,0.0,0.0,0.0,1.0,0.0,False
do i like him or is his hair just curly??,1,People with curly hair are attractive. ,1.0,0.0,0.0,0.0,0.0,0.0,False
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,1,You’ve had a mixed lot of boyfriends haven’t you?,1.0,0.0,0.0,0.0,0.0,1.0,False
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1,I'm not doing great mentally right now.,1.0,0.0,0.0,0.0,0.0,0.0,False
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1,My heart rate spiked when I walk up the stairs to the track,1.0,0.0,0.0,0.0,0.0,0.0,False
Most people have security cameras for protection. Ours acts as a DVR,1,The events that happen around our house while we are not here can be very entertaining ,0.0,1.0,0.0,0.0,0.0,0.0,False
Is there a zombie apocalypse going on upper street,1,Why does everyone look so dead on Upper street ,1.0,0.0,0.0,0.0,0.0,0.0,False
tiktok's full name is tictactoetok,1,Tiktok's name is Tiktok,0.0,1.0,0.0,0.0,0.0,0.0,False
you ever completely embarrass yourself on zoom and decide to drop out of college?,1,“I am embarrassed because of what I said in class on Zoom”,1.0,0.0,0.0,0.0,0.0,1.0,False
thats it im packing my things and moving to italy see u all in a month xo,1,"I'm so done with everyone, I wish I could move away to Italy.",1.0,0.0,0.0,0.0,0.0,0.0,False
@kashirenaii i would never go to six flags with u,1,I would go to Six Flags with you.,1.0,0.0,0.0,0.0,0.0,0.0,False
next person that puts beomsil on my tl has to deal w me crying on the floor,1,Stop putting beomsil on my timeline. ,1.0,0.0,0.0,0.0,0.0,0.0,False
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1,I love putting my freezing cold toes on men to leach their warmth.,1.0,0.0,0.0,0.0,1.0,0.0,False
just met the love of my life don't text,1,just met this man i have been following for two years. please text me so i can scream about this forever.,1.0,0.0,0.0,0.0,0.0,0.0,False
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,Bad Romance is a bad song,1.0,0.0,0.0,0.0,0.0,0.0,False
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",1.0,0.0,0.0,0.0,0.0,0.0,False
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1,I need 3 shots of coffee,0.0,1.0,0.0,0.0,0.0,1.0,False
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1,Everyone is allowed good luck no matter if you like them or not.,1.0,0.0,0.0,0.0,0.0,0.0,False
Good morning September... Hello tonsillitis :(,1,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",0.0,1.0,0.0,0.0,0.0,0.0,False
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1,I hate non-stretch denim jeans. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1,If you truly really believe there is a conspiracy you should boycott the NHS too,1.0,0.0,1.0,0.0,0.0,0.0,False
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1,Haye as a competitive fight against fury which is a 50-50 fight and could go either way,1.0,0.0,1.0,0.0,0.0,0.0,False
Just saw a cop riding a segway?!! So glad my taxes paid for that.,1,I don't approve of my taxes paying for cops to ride segways.,1.0,0.0,0.0,0.0,0.0,0.0,False
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1,Use the hashtag #wastedtime instead,1.0,0.0,0.0,0.0,0.0,0.0,False
"""I can't wait to be a piece of shit with a bachelors degree""",1,"Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. ",1.0,0.0,0.0,0.0,0.0,0.0,False
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1,"I don't believe that this happens to everyone, and it won't happen to me.",1.0,0.0,0.0,0.0,0.0,0.0,False
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1,If I weren’t insomniac I’d be pleased to have an extra hour.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1,I want map filters on COD,1.0,0.0,0.0,0.0,0.0,0.0,False
Having morning sickness when you're not actually pregnant is all the fun,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0,False
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1,can't i have nice weather for my birthday even if we're in lockdown?,0.0,1.0,0.0,0.0,0.0,0.0,False
Just had a flashback about a boy and nearly threw up in my mouth,1,Just thought about a boy I used to sleep with and felt uncomfortable.,1.0,0.0,0.0,0.0,1.0,0.0,False
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,1,This man doesn’t like Irish girls which is very different to me.,1.0,0.0,0.0,0.0,0.0,0.0,False
Wow great album from Kanye. v John Cage 4’43 vibes x,1,Kanye needs to actually release his album. ,1.0,0.0,1.0,0.0,0.0,0.0,False
